Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,-1,1003,-1,-1,-1,Ленинский проспект 3,unknown,unknown,-1,-1,1435838720391,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838720969,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838721999,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838723027,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838724062,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838725075,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838726109,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838727151,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838728190,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838729231,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838730272,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838731310,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838732351,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838733391,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838734428,vlad,1435838786,778927166
1,-1,1004,-1,-1,-1,Ленинский проспект 4,unknown,unknown,-1,-1,1435838734700,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838735443,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838736483,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838737520,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838738560,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838739595,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838740607,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838741646,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838742684,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838743711,vlad,1435838786,778927166
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1435838744747,vlad,1435838786,778927166
