ID,Name,User,TimeStamp,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power,session_id,race_id
243,Кантемировская 3,Andrey,1435906529079,2G,EDGE,1,250,2,7794,1490,-1,-67,77603657,1435906529
,ServiceLog,Andrey,1435906529091,2G,EDGE,1,250,2,7794,1490,-1,-67,77603657,1435906529
,ServiceLog,Andrey,1435906530126,2G,EDGE,1,250,2,7794,1490,-1,-69,77603657,1435906529
,ServiceLog,Andrey,1435906531177,2G,EDGE,1,250,2,7794,1490,-1,-69,77603657,1435906529
,ServiceLog,Andrey,1435906532279,2G,EDGE,1,250,2,7794,1490,-1,-71,77603657,1435906529
,ServiceLog,Andrey,1435906533336,2G,EDGE,1,250,2,7794,1490,-1,-71,77603657,1435906529
,ServiceLog,Andrey,1435906534345,2G,EDGE,1,250,2,7794,1490,-1,-71,77603657,1435906529
,ServiceLog,Andrey,1435906535370,2G,EDGE,1,250,2,7794,1490,-1,-71,77603657,1435906529
,ServiceLog,Andrey,1435906536461,2G,EDGE,1,250,2,7794,1490,-1,-71,77603657,1435906529
,ServiceLog,Andrey,1435906537531,2G,EDGE,1,250,2,7794,1490,-1,-71,77603657,1435906529
,ServiceLog,Andrey,1435906538578,2G,EDGE,1,250,2,7794,1490,-1,-71,77603657,1435906529
,ServiceLog,Andrey,1435906539637,2G,EDGE,1,250,2,7794,1490,-1,-71,77603657,1435906529
,ServiceLog,Andrey,1435906540710,2G,EDGE,1,250,2,7794,1490,-1,-67,77603657,1435906529
244,Кантемировская 4,Andrey,1435906541261,2G,EDGE,1,250,2,7794,1490,-1,-67,77603657,1435906529
,ServiceLog,Andrey,1435906541835,2G,EDGE,1,250,2,7794,1490,-1,-67,77603657,1435906529
,ServiceLog,Andrey,1435906542870,2G,EDGE,1,250,2,7794,1490,-1,-67,77603657,1435906529
,ServiceLog,Andrey,1435906543883,2G,EDGE,1,250,2,7794,1490,-1,-67,77603657,1435906529
,ServiceLog,Andrey,1435906544894,2G,EDGE,1,250,2,7794,1490,-1,-67,77603657,1435906529
,ServiceLog,Andrey,1435906545915,2G,EDGE,1,250,2,7794,1490,-1,-67,77603657,1435906529
,ServiceLog,Andrey,1435906546940,2G,EDGE,1,250,2,7794,1490,-1,-67,77603657,1435906529
,ServiceLog,Andrey,1435906547979,2G,EDGE,1,250,2,7794,1490,-1,-69,77603657,1435906529
,ServiceLog,Andrey,1435906549052,2G,EDGE,1,250,2,7794,1490,-1,-69,77603657,1435906529
,ServiceLog,Andrey,1435906550091,2G,EDGE,1,250,2,7794,1490,-1,-69,77603657,1435906529
,ServiceLog,Andrey,1435906551136,2G,EDGE,1,250,2,7794,1490,-1,-69,77603657,1435906529
,ServiceLog,Andrey,1435906552181,2G,EDGE,1,250,2,7794,1490,-1,-67,77603657,1435906529
,ServiceLog,Andrey,1435906553227,2G,EDGE,1,250,2,7794,1490,-1,-65,77603657,1435906529
,ServiceLog,Andrey,1435906554257,2G,EDGE,1,250,2,7794,1490,-1,-65,77603657,1435906529
,ServiceLog,Andrey,1435906555300,2G,EDGE,1,250,2,7794,1490,-1,-65,77603657,1435906529
,ServiceLog,Andrey,1435906556357,2G,EDGE,1,250,2,7794,1490,-1,-65,77603657,1435906529
,ServiceLog,Andrey,1435906557370,2G,EDGE,1,250,2,7794,1490,-1,-67,77603657,1435906529
