Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,340,983,7736,250,2,Октябрьская (КРЛ) 3,2G,EDGE,-1,-77,1435854169567,Anna,1435850918,597905036
250-2-7736-340,49566,983,26802,250,99,Октябрьская (КРЛ) 3,2G,EDGE,-1,-107,1435854169567,Anna,1435850918,597905036
1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-77,1435854170569,Anna,1435850918,597905036
250-2-7736-340,49566,,26802,250,99,ServiceLog,2G,EDGE,-1,-107,1435854170569,Anna,1435850918,597905036
1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-77,1435854171645,Anna,1435850918,597905036
250-2-7736-340,49566,,26802,250,99,ServiceLog,2G,EDGE,-1,-107,1435854171645,Anna,1435850918,597905036
1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-83,1435854172654,Anna,1435850918,597905036
250-2-7736-340,49566,,26802,250,99,ServiceLog,2G,EDGE,-1,-107,1435854172654,Anna,1435850918,597905036
1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-83,1435854173733,Anna,1435850918,597905036
250-2-7736-340,49566,,26802,250,99,ServiceLog,2G,EDGE,-1,-107,1435854173733,Anna,1435850918,597905036
1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-77,1435854174743,Anna,1435850918,597905036
250-2-7736-340,49566,,26802,250,99,ServiceLog,2G,EDGE,-1,-107,1435854174743,Anna,1435850918,597905036
1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-77,1435854175817,Anna,1435850918,597905036
250-2-7736-340,49566,,26802,250,99,ServiceLog,2G,EDGE,-1,-107,1435854175817,Anna,1435850918,597905036
1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-85,1435854176830,Anna,1435850918,597905036
250-2-7736-340,49566,,26802,250,99,ServiceLog,2G,EDGE,-1,-107,1435854176830,Anna,1435850918,597905036
1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-85,1435854177910,Anna,1435850918,597905036
250-2-7736-340,49566,,26802,250,99,ServiceLog,2G,EDGE,-1,-107,1435854177910,Anna,1435850918,597905036
1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-89,1435854178932,Anna,1435850918,597905036
250-2-7736-340,49566,,26802,250,99,ServiceLog,2G,EDGE,-1,-107,1435854178932,Anna,1435850918,597905036
