,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,RSSI,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,x,y
0,1,6892889,773,660,250,1,Киевская (КЛЦ) 3,3G,UMTS,-1,0,1417617187589,md,569565401,0.0,078$,$077,37.56544999999999,55.744299999999996
1,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-87,1417617188589,md,569565401,0.000385878255770976,078$,$077,37.565448474122576,55.744307032399476
2,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-87,1417617189606,md,569565401,0.0015698642009423752,078$,$077,37.56544379228994,55.744328609824414
3,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-87,1417617190624,md,569565401,0.003554411637553603,078$,$077,37.56543594479903,55.74436477696966
4,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-89,1417617191644,md,569565401,0.006345006015513393,078$,$077,37.56542490995872,55.74441563376342
5,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-101,1417617192665,md,569565401,0.009942452604330762,078$,$077,37.56541068458476,55.7444811948237
6,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-89,1417617192665,md,569565401,0.009942452604330762,078$,$077,37.56541068458476,55.7444811948237
7,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-89,1417617194145,md,569565401,0.016585485761783637,078$,$077,37.565384416055515,55.744602259374645
8,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-101,1417617194145,md,569565401,0.016585485761783637,078$,$077,37.565384416055515,55.744602259374645
9,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-89,1417617195167,md,569565401,0.02215947753125331,078$,$077,37.56536237483393,55.744703841117385
10,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-103,1417617195167,md,569565401,0.02215947753125331,078$,$077,37.56536237483393,55.744703841117385
11,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-103,1417617196182,md,569565401,0.028493114532796078,078$,$077,37.565337329749134,55.744819266493316
12,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-89,1417617196182,md,569565401,0.028493114532796078,078$,$077,37.565337329749134,55.744819266493316
13,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-91,1417617197202,md,569565401,0.035658919855300335,078$,$077,37.56530899402324,55.74494985704745
14,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-103,1417617197202,md,569565401,0.035658919855300335,078$,$077,37.56530899402324,55.74494985704745
15,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-91,1417617198223,md,569565401,0.0436358684570105,078$,$077,37.56527745079552,55.74509522946653
16,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-103,1417617198223,md,569565401,0.0436358684570105,078$,$077,37.56527745079552,55.74509522946653
17,250-1-660-11023,11031,774,660,250,1,Киевская (КЛЦ) 4,2G,EDGE,-1,-99,1417617198884,md,569565401,0.0436358684570105,078$,$077,37.56527745079552,55.74509522946653
18,1,11023,774,660,250,1,Киевская (КЛЦ) 4,2G,EDGE,-1,-91,1417617198884,md,569565401,0.0436358684570105,078$,$077,37.56527745079552,55.74509522946653
19,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-99,1417617199246,md,569565401,0.04679141868539477,078$,$077,37.56526497281122,55.74515273626524
20,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-91,1417617199246,md,569565401,0.04679141868539477,078$,$077,37.56526497281122,55.74515273626524
21,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-91,1417617200261,md,569565401,0.05563916222614896,078$,$077,37.56522998620128,55.74531397723555
22,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-99,1417617200261,md,569565401,0.05563916222614896,078$,$077,37.56522998620128,55.74531397723555
23,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-91,1417617201303,md,569565401,0.06472226613904285,078$,$077,37.56525884726254,55.74547839244864
24,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-99,1417617201303,md,569565401,0.06472226613904285,078$,$077,37.56525884726254,55.74547839244864
25,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-91,1417617202352,md,569565401,0.07386638871491252,078$,$077,37.56531301628082,55.74564347948428
26,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-93,1417617202352,md,569565401,0.07386638871491252,078$,$077,37.56531301628082,55.74564347948428
27,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-85,1417617203397,md,569565401,0.08297564378026638,078$,$077,37.565366978746866,55.74580793633101
28,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-91,1417617203397,md,569565401,0.08297564378026638,078$,$077,37.565366978746866,55.74580793633101
29,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-85,1417617204417,md,569565401,0.09186697326788461,078$,$077,37.565419650239996,55.74596845812022
30,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-91,1417617204417,md,569565401,0.09186697326788461,078$,$077,37.565419650239996,55.74596845812022
31,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-85,1417617205437,md,569565401,0.10075830275550286,078$,$077,37.565475404583886,55.74612864666946
32,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-87,1417617205437,md,569565401,0.10075830275550286,078$,$077,37.565475404583886,55.74612864666946
33,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-87,1417617206476,md,569565401,0.10981525551593678,078$,$077,37.5655329654452,55.7462917356085
34,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-83,1417617206476,md,569565401,0.10981525551593678,078$,$077,37.5655329654452,55.7462917356085
35,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-83,1417617207497,md,569565401,0.11871530136161089,078$,$077,37.56558740948899,55.74645222886646
36,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-83,1417617207497,md,569565401,0.11871530136161089,078$,$077,37.56558740948899,55.74645222886646
37,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-83,1417617208546,md,569565401,0.1278594239374806,078$,$077,37.56564240815101,55.746617224853665
38,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-83,1417617208546,md,569565401,0.1278594239374806,078$,$077,37.56564240815101,55.746617224853665
39,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-85,1417617209583,md,569565401,0.1368989419035104,078$,$077,37.56569368330629,55.746780628440476
40,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-83,1417617209583,md,569565401,0.1368989419035104,078$,$077,37.56569368330629,55.746780628440476
41,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-83,1417617210667,md,569565401,0.14634815987255145,078$,$077,37.56574003501888,55.746952129990774
42,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-83,1417617210667,md,569565401,0.14634815987255145,078$,$077,37.56574003501888,55.746952129990774
43,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-83,1417617211692,md,569565401,0.15528307322874146,078$,$077,37.56578461372241,55.747114225708955
44,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-81,1417617211692,md,569565401,0.15528307322874146,078$,$077,37.56578461372241,55.747114225708955
45,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-83,1417617212735,md,569565401,0.16437489349969123,078$,$077,37.56583786716804,55.74727842420619
46,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-81,1417617212735,md,569565401,0.16437489349969123,078$,$077,37.56583786716804,55.74727842420619
47,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-83,1417617213776,md,569565401,0.1734492810545292,078$,$077,37.56589101850517,55.7474423071791
48,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-81,1417617213776,md,569565401,0.1734492810545292,078$,$077,37.56589101850517,55.7474423071791
49,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-81,1417617214818,md,569565401,0.18253238496742308,078$,$077,37.56596325374073,55.74760394948608
50,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-83,1417617214818,md,569565401,0.18253238496742308,078$,$077,37.56596325374073,55.74760394948608
51,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-83,1417617215858,md,569565401,0.19159805408591288,078$,$077,37.566039208572455,55.74776479487035
52,250-1-660-11023,11031,,660,250,1,ServiceLog,2G,EDGE,-1,-81,1417617215858,md,569565401,0.19159805408591288,078$,$077,37.566039208572455,55.74776479487035
53,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-83,1417617216894,md,569565401,0.20062885569388683,078$,$077,37.56612066563569,55.74792409368024
54,250-1-660-11023,11023,,660,250,1,ServiceLog,2G,EDGE,-1,0,1417617216894,md,569565401,0.20062885569388683,078$,$077,37.56612066563569,55.74792409368024
55,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-83,1417617217934,md,569565401,0.20969452481237663,078$,$077,37.56620642874187,55.74808336810714
56,250-1-660-11023,11023,,660,250,1,ServiceLog,2G,EDGE,-1,0,1417617217934,md,569565401,0.20969452481237663,078$,$077,37.56620642874187,55.74808336810714
57,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-83,1417617218975,md,569565401,0.21876891028892226,078$,$077,37.56629562526489,55.748242135882094
58,250-1-660-11023,11023,,660,250,1,ServiceLog,2G,EDGE,-1,0,1417617218975,md,569565401,0.21876891028892226,078$,$077,37.56629562526489,55.748242135882094
59,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-83,1417617220011,md,569565401,0.2277997118968962,078$,$077,37.566404382300234,55.74839620862855
60,250-1-660-11023,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-97,1417617220011,md,569565401,0.2277997118968962,078$,$077,37.566404382300234,55.74839620862855
61,250-1-660-11023,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-97,1417617221031,md,569565401,0.23669104138451447,078$,$077,37.56651145968686,55.74854790127388
62,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-83,1417617221031,md,569565401,0.23669104138451447,078$,$077,37.56651145968686,55.74854790127388
63,1,11023,,660,250,1,ServiceLog,2G,EDGE,-1,-83,1417617222069,md,569565401,0.2457392777868925,078$,$077,37.5666520128835,55.74869384741841
